Frequency(Hz),Current(A),RPM,Voltage(V),VFD_Temp(C),ApparentPower(VA),LoadFriction(A/Hz),CoolingEfficiency(C/VA),TorqueEst,State_Label
17.5,1.62,525.5033557046979,315.4,96.5,512.0,0.0927,0.0377,29.23,2
17.8,1.49,533.5570469798657,314.5,91.9,469.0,0.0838,0.0392,26.37,2
18.1,1.47,541.6107382550335,315.9,98.3,463.7,0.0813,0.0424,25.68,2
18.3,1.46,549.6644295302012,315.5,96.0,459.9,0.0796,0.0417,25.1,2
18.6,1.47,557.7181208053692,316.1,95.4,464.4,0.079,0.0411,24.98,2
18.9,1.52,565.7718120805368,317.1,88.4,483.1,0.0808,0.0366,25.62,2
19.1,1.48,573.8255033557047,312.2,88.7,462.7,0.0775,0.0383,24.19,2
19.4,1.41,581.8791946308725,316.9,86.1,448.2,0.0729,0.0384,23.11,2
19.7,1.4,589.9328859060403,316.6,100.9,444.6,0.0714,0.0454,22.61,2
19.9,1.49,597.9865771812081,314.9,92.2,470.0,0.0749,0.0392,23.58,2
20.2,1.37,606.0402684563758,312.8,104.5,427.2,0.0676,0.0489,21.15,2
20.5,1.57,614.0939597315437,312.5,104.8,491.9,0.0769,0.0426,24.03,2
20.7,1.34,622.1476510067114,311.7,98.0,418.8,0.0648,0.0468,20.19,2
21.0,1.36,630.2013422818792,311.3,97.8,422.9,0.0647,0.0463,20.13,2
21.3,1.48,638.255033557047,314.7,92.2,466.1,0.0696,0.0396,21.91,2
21.5,1.48,646.3087248322148,318.0,95.8,472.1,0.0689,0.0406,21.91,2
21.8,1.68,654.3624161073826,315.8,87.3,531.7,0.0772,0.0328,24.38,2
22.1,1.56,662.4161073825503,316.7,89.6,495.2,0.0708,0.0362,22.43,2
22.3,1.4,670.4697986577182,313.9,88.6,439.1,0.0626,0.0404,19.65,2
22.6,1.55,678.5234899328859,316.0,93.0,490.0,0.0686,0.038,21.66,2
22.9,1.42,686.5771812080536,317.6,91.9,449.9,0.0619,0.0409,19.66,2
23.2,1.57,694.6308724832214,315.8,89.0,494.4,0.0676,0.036,21.35,2
23.4,1.51,702.6845637583892,318.1,94.8,481.6,0.0646,0.0394,20.56,2
23.7,1.35,710.738255033557,316.1,91.2,427.0,0.057,0.0427,18.02,2
24.0,1.46,718.7919463087247,314.7,96.1,458.7,0.0608,0.0419,19.14,2
24.2,1.42,726.8456375838927,317.2,91.8,448.8,0.0584,0.0409,18.52,2
24.5,1.59,734.8993288590603,317.8,86.5,506.2,0.065,0.0342,20.66,2
24.8,1.5,742.9530201342283,317.7,103.6,475.2,0.0604,0.0436,19.19,2
25.0,1.44,751.006711409396,313.1,103.8,451.0,0.0575,0.046,18.02,2
25.3,1.61,759.0604026845638,314.4,101.1,505.9,0.0636,0.04,19.99,2
25.6,1.6,767.1140939597316,319.8,94.4,512.4,0.0627,0.0368,20.04,2
25.8,1.51,775.1677852348993,312.0,102.0,472.2,0.0586,0.0432,18.27,2
26.1,1.52,783.2214765100672,317.1,90.9,480.8,0.0581,0.0378,18.42,2
26.4,1.57,791.2751677852349,311.7,101.3,489.9,0.0596,0.0414,18.57,2
26.6,1.5,799.3288590604027,316.3,91.0,475.3,0.0564,0.0383,17.84,2
26.9,1.64,807.3825503355705,315.0,91.9,515.3,0.0608,0.0357,19.15,2
27.2,1.45,815.4362416107383,313.4,89.4,454.3,0.0533,0.0394,16.71,2
27.4,1.59,823.489932885906,314.8,89.2,499.7,0.0578,0.0357,18.2,2
27.7,1.46,831.5436241610738,315.6,89.6,459.4,0.0525,0.039,16.57,2
28.0,1.38,839.5973154362416,312.5,101.7,432.5,0.0495,0.047,15.45,2
28.3,1.37,847.6510067114093,314.3,99.1,429.9,0.0484,0.0461,15.21,2
28.5,1.4,855.7046979865771,315.6,102.3,443.3,0.0492,0.0462,15.54,2
28.8,1.59,863.7583892617449,314.0,93.8,499.8,0.0553,0.0375,17.36,2
29.1,1.5,871.8120805369127,315.0,90.9,472.2,0.0516,0.0385,16.25,2
29.3,1.41,879.8657718120805,315.0,101.9,445.4,0.0482,0.0458,15.19,2
29.6,1.64,887.9194630872483,313.1,101.0,512.3,0.0553,0.0394,17.31,2
29.9,1.5,895.9731543624162,316.5,87.0,474.2,0.0502,0.0367,15.88,2
30.1,1.25,904.0268456375838,314.6,100.7,393.7,0.0415,0.0512,13.06,2
30.4,1.6,912.0805369127517,312.7,101.3,499.4,0.0525,0.0406,16.43,2
30.7,1.48,920.1342281879196,316.7,96.3,468.9,0.0483,0.0411,15.29,2
30.9,1.58,928.1879194630872,316.8,98.9,499.4,0.051,0.0396,16.14,2
31.2,1.52,936.2416107382552,313.5,98.9,476.9,0.0487,0.0415,15.28,2
31.5,1.47,944.2953020134228,312.8,88.8,458.2,0.0465,0.0388,14.56,2
31.7,1.35,952.3489932885908,314.0,87.8,424.5,0.0426,0.0414,13.37,2
32.0,1.62,960.4026845637584,313.8,91.0,507.3,0.0505,0.0359,15.85,2
32.3,1.51,968.4563758389264,314.7,99.5,473.8,0.0466,0.042,14.68,2
32.6,1.66,976.510067114094,315.7,91.2,524.3,0.051,0.0348,16.11,2
32.8,1.46,984.5637583892616,313.5,94.0,458.8,0.0446,0.041,13.98,2
33.1,1.59,992.6174496644296,317.1,99.0,504.4,0.0481,0.0393,15.24,2
33.4,1.57,1000.6711409395974,318.0,93.9,497.9,0.0469,0.0377,14.93,2
33.6,1.55,1008.7248322147652,315.2,104.3,487.6,0.046,0.0428,14.5,2
33.9,1.54,1016.7785234899328,316.1,103.2,487.7,0.0455,0.0423,14.39,2
34.2,1.59,1024.8322147651006,312.7,95.8,497.8,0.0466,0.0385,14.57,2
34.4,1.4,1032.8859060402683,317.0,88.4,444.5,0.0407,0.0398,12.91,2
34.7,1.62,1040.9395973154365,318.0,98.6,516.4,0.0468,0.0382,14.88,2
35.0,1.65,1048.9932885906042,315.7,100.1,521.2,0.0472,0.0384,14.91,2
35.2,1.47,1057.0469798657718,316.2,91.8,463.3,0.0416,0.0396,13.15,2
35.5,1.42,1065.1006711409395,315.3,99.4,447.0,0.0399,0.0445,12.59,2
35.8,1.46,1073.1543624161072,312.5,92.8,456.3,0.0408,0.0407,12.76,2
36.0,1.53,1081.2080536912752,316.4,99.1,483.0,0.0424,0.041,13.4,2
36.3,1.26,1089.2617449664428,313.5,102.5,394.3,0.0346,0.052,10.86,2
36.6,1.5,1097.3154362416103,315.1,103.4,473.7,0.0411,0.0437,12.95,2
36.8,1.52,1105.3691275167785,315.1,101.9,478.5,0.0412,0.0426,12.99,2
37.1,1.53,1113.4228187919464,314.0,91.6,479.0,0.0411,0.0382,12.91,2
37.4,1.46,1121.476510067114,310.4,97.5,454.4,0.0392,0.0429,12.16,2
37.7,1.39,1129.5302013422818,315.4,93.2,437.5,0.0368,0.0426,11.62,2
37.9,1.37,1137.5838926174497,314.2,93.8,429.5,0.0361,0.0437,11.33,2
38.2,1.72,1145.6375838926174,317.0,89.8,546.7,0.0452,0.0329,14.32,2
38.5,1.63,1153.6912751677853,317.2,97.4,517.6,0.0424,0.0376,13.46,2
38.7,1.5,1161.744966442953,314.7,92.3,471.3,0.0387,0.0392,12.17,2
39.0,1.31,1169.7986577181207,314.3,96.6,412.7,0.0337,0.0468,10.58,2
39.3,1.46,1177.8523489932886,314.4,93.5,458.8,0.0372,0.0408,11.69,2
39.5,1.46,1185.9060402684563,313.8,94.4,459.6,0.0371,0.0411,11.63,2
39.8,1.32,1193.9597315436242,312.4,103.6,412.9,0.0332,0.0502,10.37,2
40.1,1.45,1202.013422818792,313.7,86.1,453.9,0.0361,0.0379,11.33,2
40.3,1.57,1210.0671140939596,317.1,89.6,497.7,0.0389,0.036,12.34,2
40.6,1.42,1218.1208053691275,317.0,92.2,449.6,0.0349,0.041,11.07,2
40.9,1.49,1226.1744966442957,315.2,94.4,468.7,0.0364,0.0403,11.47,2
41.1,1.57,1234.2281879194632,316.5,101.7,498.0,0.0382,0.0408,12.1,2
41.4,1.51,1242.2818791946308,314.2,101.0,474.0,0.0364,0.0426,11.45,2
41.7,1.46,1250.3355704697983,315.7,98.8,461.9,0.0351,0.0428,11.08,2
41.9,1.62,1258.3892617449665,314.5,86.8,508.7,0.0386,0.0341,12.13,2
42.2,1.58,1266.4429530201344,313.1,91.2,495.9,0.0375,0.0368,11.75,2
42.5,1.45,1274.496644295302,313.9,93.4,454.9,0.0341,0.0411,10.71,2
42.8,1.41,1282.5503355704698,312.5,91.9,441.8,0.0331,0.0416,10.33,2
43.0,1.42,1290.6040268456377,319.9,104.5,455.4,0.0331,0.0459,10.59,2
43.3,1.57,1298.6577181208054,315.5,99.8,493.9,0.0362,0.0404,11.41,2
43.6,1.6,1306.7114093959733,313.5,93.7,500.0,0.0366,0.0375,11.48,2
43.8,1.63,1314.765100671141,313.5,87.2,510.2,0.0371,0.0342,11.64,2
44.1,1.3,1322.818791946309,315.5,92.5,410.0,0.0295,0.0451,9.3,2
44.4,1.53,1330.8724832214766,316.5,95.9,483.3,0.0344,0.0397,10.89,2
44.6,1.48,1338.9261744966443,313.9,87.3,465.2,0.0332,0.0375,10.42,2
44.9,1.57,1346.979865771812,315.1,89.2,495.8,0.035,0.036,11.04,2
45.2,1.59,1355.0335570469797,316.3,90.0,501.9,0.0351,0.0359,11.11,2
45.4,1.38,1363.0872483221476,314.3,103.7,433.3,0.0303,0.0479,9.54,2
45.7,1.46,1371.1409395973153,311.3,98.9,454.8,0.032,0.0435,9.95,2
46.0,1.48,1379.1946308724832,317.3,100.9,470.0,0.0322,0.0429,10.22,2
46.2,1.69,1387.248322147651,312.5,86.9,527.7,0.0365,0.0329,11.41,2
46.5,1.5,1395.3020134228186,314.1,86.6,471.4,0.0323,0.0367,10.14,2
46.8,1.47,1403.3557046979863,315.6,101.3,465.4,0.0315,0.0435,9.95,2
47.0,1.4,1411.4093959731542,315.9,92.3,441.0,0.0297,0.0419,9.37,2
47.3,1.42,1419.4630872483222,313.7,92.5,446.5,0.0301,0.0414,9.44,2
47.6,1.64,1427.5167785234898,311.8,98.3,511.1,0.0344,0.0385,10.74,2
47.9,1.54,1435.5704697986578,311.0,86.8,479.1,0.0322,0.0362,10.01,2
48.1,1.43,1443.6241610738257,310.9,98.9,445.3,0.0298,0.0444,9.25,2
48.4,1.59,1451.6778523489932,313.4,86.2,499.3,0.0329,0.0345,10.32,2
48.7,1.61,1459.731543624161,312.4,96.8,501.5,0.033,0.0386,10.31,2
48.9,1.5,1467.7852348993288,313.5,104.9,469.7,0.0306,0.0447,9.6,2
49.2,1.4,1475.8389261744967,318.2,96.8,444.7,0.0284,0.0435,9.04,2
49.5,1.43,1483.8926174496644,314.1,90.7,448.0,0.0288,0.0405,9.06,2
49.7,1.47,1491.9463087248323,315.3,89.7,462.0,0.0295,0.0388,9.29,2
50.0,1.51,1500.0,315.0,99.3,474.6,0.0301,0.0418,9.49,2
10.0,1.66,321.6,315.9,52.7,524.5,0.166,0.1005,52.45,3
10.3,1.56,312.4,313.7,47.8,489.4,0.1519,0.0976,47.66,3
10.5,4.14,297.5,316.6,36.8,1310.6,0.3929,0.0281,124.38,3
10.8,4.05,324.4,313.6,43.2,1270.0,0.3748,0.034,117.53,3
11.1,1.4,364.6,317.8,42.5,444.9,0.1264,0.0955,40.18,3
11.3,1.86,319.8,312.5,42.6,581.3,0.164,0.0733,51.25,3
11.6,1.54,314.1,312.2,37.0,480.7,0.1326,0.0771,41.4,3
11.9,1.39,374.5,316.3,44.8,439.6,0.117,0.1019,37.01,3
12.1,1.56,357.7,313.7,45.3,489.3,0.1284,0.0925,40.28,3
12.4,1.46,409.1,312.0,41.6,455.5,0.1176,0.0914,36.69,3
12.7,1.47,361.2,313.8,48.6,461.3,0.1159,0.1054,36.37,3
13.0,1.41,389.5,319.6,50.3,450.6,0.1089,0.1117,34.79,3
13.2,1.46,361.9,314.6,49.0,459.4,0.1104,0.1067,34.75,3
13.5,1.52,430.0,313.9,44.0,477.1,0.1127,0.0922,35.37,3
13.8,1.53,421.4,312.2,49.7,477.6,0.1112,0.104,34.71,3
14.0,1.61,410.4,315.4,55.2,507.9,0.1148,0.1087,36.21,3
14.3,4.1,436.6,313.8,32.4,1286.4,0.2868,0.0252,89.99,3
14.6,1.46,422.2,316.2,48.3,461.7,0.1002,0.1046,31.7,3
14.8,1.52,465.9,311.5,47.0,473.5,0.1025,0.0992,31.92,3
15.1,1.51,497.3,313.4,43.4,473.2,0.1,0.0916,31.34,3
15.4,1.82,452.3,315.2,43.3,573.6,0.1184,0.0755,37.32,3
15.6,1.73,455.6,315.0,39.4,545.0,0.1106,0.0723,34.85,3
15.9,3.93,498.2,316.1,49.1,1242.4,0.2471,0.0395,78.11,3
16.2,1.53,520.1,316.6,54.6,484.4,0.0946,0.1126,29.95,3
16.4,1.55,445.0,315.0,44.2,488.3,0.0943,0.0906,29.7,3
16.7,1.55,513.0,312.7,39.0,484.7,0.0928,0.0805,29.0,3
17.0,1.58,552.9,318.9,45.5,503.8,0.0931,0.0902,29.67,3
17.2,1.35,526.7,315.6,34.0,426.1,0.0783,0.0798,24.7,3
17.5,1.6,532.0,314.4,42.6,503.1,0.0913,0.0847,28.72,3
17.8,1.63,487.9,312.6,50.5,509.5,0.0916,0.0991,28.65,3
18.1,1.54,533.0,315.5,37.5,485.9,0.0853,0.0773,26.91,3
18.3,1.49,502.0,316.5,43.1,471.6,0.0813,0.0915,25.74,3
18.6,1.58,598.2,316.7,43.1,500.3,0.085,0.0862,26.91,3
18.9,1.46,576.9,313.4,48.7,457.6,0.0774,0.1063,24.26,3
19.1,1.36,611.4,313.4,48.8,426.2,0.0711,0.1145,22.28,3
19.4,1.49,628.6,314.8,45.9,469.1,0.0768,0.0977,24.19,3
19.7,1.48,615.4,315.3,49.2,466.7,0.0753,0.1055,23.73,3
19.9,1.48,584.2,313.1,43.1,463.5,0.0742,0.0931,23.25,3
20.2,1.81,631.8,313.8,43.4,568.0,0.0896,0.0764,28.12,3
20.5,1.52,594.6,314.5,45.9,478.1,0.0743,0.0961,23.36,3
20.7,1.47,625.5,316.0,43.3,464.5,0.0709,0.0933,22.4,3
21.0,4.05,603.8,311.8,40.5,1262.6,0.1928,0.0321,60.1,3
21.3,1.62,599.9,317.1,42.5,513.7,0.0761,0.0827,24.15,3
21.5,1.48,647.8,314.9,38.1,466.0,0.0687,0.0817,21.63,3
21.8,1.45,615.1,314.2,50.0,455.5,0.0665,0.1098,20.88,3
22.1,1.55,699.2,317.0,54.2,491.4,0.0702,0.1102,22.25,3
22.3,4.12,612.6,316.6,41.2,1304.2,0.1843,0.0316,58.36,3
22.6,1.67,672.6,316.7,43.7,528.8,0.0738,0.0827,23.38,3
22.9,1.66,720.4,314.0,46.1,521.2,0.0725,0.0885,22.77,3
23.2,1.48,652.5,316.9,44.7,469.0,0.0639,0.0953,20.26,3
23.4,1.41,633.6,314.9,40.6,444.0,0.0602,0.0915,18.96,3
23.7,1.42,711.7,312.2,51.0,443.3,0.0599,0.115,18.71,3
24.0,1.49,647.0,315.7,45.2,470.4,0.0622,0.096,19.63,3
24.2,1.4,796.7,313.4,48.3,438.8,0.0578,0.1102,18.11,3
24.5,3.98,719.2,316.2,35.5,1258.3,0.1625,0.0282,51.37,3
24.8,3.87,695.1,314.1,49.6,1215.5,0.1563,0.0408,49.08,3
25.0,3.99,801.6,318.9,54.1,1272.4,0.1594,0.0425,50.83,3
25.3,1.46,745.2,317.5,40.7,463.5,0.0577,0.0879,18.32,3
25.6,1.48,778.8,314.9,45.8,466.1,0.0579,0.0984,18.23,3
25.8,3.91,822.4,315.5,53.9,1233.4,0.1513,0.0437,47.73,3
26.1,1.52,817.0,313.2,54.2,476.1,0.0582,0.1138,18.24,3
26.4,1.42,864.3,314.9,43.8,447.2,0.0538,0.098,16.95,3
26.6,1.47,770.1,315.2,37.4,463.3,0.0552,0.0808,17.39,3
26.9,3.91,829.5,314.8,51.8,1231.0,0.1453,0.042,45.74,3
27.2,1.47,895.4,315.0,54.7,463.0,0.0541,0.1182,17.03,3
27.4,1.43,756.8,314.0,47.2,449.1,0.0521,0.105,16.36,3
27.7,1.43,890.2,315.1,44.4,450.6,0.0516,0.0986,16.26,3
28.0,4.05,854.3,315.1,49.1,1276.3,0.1447,0.0385,45.6,3
28.3,1.61,792.3,312.5,42.7,503.1,0.057,0.0848,17.81,3
28.5,1.49,824.9,315.6,46.2,470.3,0.0522,0.0983,16.49,3
28.8,3.99,883.2,315.5,47.3,1258.9,0.1386,0.0376,43.72,3
29.1,1.3,807.3,312.6,52.9,406.4,0.0447,0.1301,13.98,3
29.3,1.42,919.2,314.7,33.6,446.8,0.0484,0.0751,15.23,3
29.6,3.87,812.4,313.4,41.5,1212.8,0.1308,0.0342,40.98,3
29.9,1.54,901.4,312.8,44.7,481.8,0.0516,0.0927,16.13,3
30.1,1.55,981.8,315.3,39.7,488.8,0.0514,0.0812,16.22,3
30.4,1.44,860.1,313.4,55.0,451.2,0.0474,0.1218,14.84,3
30.7,1.54,833.3,318.4,50.9,490.4,0.0502,0.1037,15.99,3
30.9,1.61,999.9,314.3,44.1,506.0,0.052,0.0871,16.35,3
31.2,1.56,952.2,317.4,44.0,495.1,0.05,0.0888,15.86,3
31.5,1.56,950.1,312.9,46.2,488.1,0.0496,0.0946,15.51,3
31.7,1.57,952.7,313.9,52.3,492.9,0.0495,0.106,15.53,3
32.0,1.42,901.3,318.2,44.5,451.9,0.0444,0.0984,14.12,3
32.3,1.72,1017.1,317.9,41.9,546.8,0.0533,0.0767,16.94,3
32.6,1.64,926.3,316.8,40.0,519.5,0.0504,0.077,15.96,3
32.8,1.37,1069.6,318.2,43.5,435.9,0.0417,0.0998,13.28,3
33.1,1.55,916.5,314.4,47.4,487.3,0.0468,0.0973,14.73,3
33.4,1.55,1021.6,312.5,50.9,484.4,0.0465,0.105,14.52,3
33.6,1.39,1035.0,314.5,45.5,437.1,0.0413,0.104,13.0,3
33.9,1.38,963.0,315.1,46.5,434.9,0.0407,0.107,12.83,3
34.2,1.53,1009.0,316.5,48.8,484.2,0.0448,0.1007,14.17,3
34.4,1.52,978.1,314.8,44.6,478.5,0.0441,0.0931,13.9,3
34.7,4.15,940.0,311.7,47.2,1293.6,0.1196,0.0365,37.28,3
35.0,1.65,981.1,309.8,52.8,511.2,0.0472,0.1032,14.62,3
35.2,1.63,961.9,315.2,31.6,513.8,0.0463,0.0614,14.58,3
35.5,1.63,1142.9,317.1,51.8,516.8,0.0459,0.1002,14.56,3
35.8,1.52,1108.9,312.2,45.8,474.6,0.0425,0.0964,13.27,3
36.0,1.42,1156.0,313.2,46.0,444.8,0.0394,0.1035,12.34,3
36.3,1.61,1064.9,316.5,44.9,509.6,0.0443,0.088,14.04,3
36.6,1.47,1037.9,314.1,51.7,461.8,0.0402,0.112,12.63,3
36.8,1.64,1089.1,316.1,32.8,518.4,0.0445,0.0633,14.07,3
37.1,1.64,1132.8,316.8,36.9,519.6,0.0442,0.0711,14.0,3
37.4,1.4,1226.9,316.0,49.2,442.4,0.0375,0.1112,11.83,3
37.7,1.48,1132.7,313.6,45.4,464.1,0.0393,0.0979,12.33,3
37.9,1.47,1049.9,315.7,42.3,464.1,0.0388,0.0912,12.24,3
38.2,1.51,1162.8,314.9,49.5,475.5,0.0395,0.104,12.45,3
38.5,1.47,1185.7,315.1,45.9,463.2,0.0382,0.099,12.04,3
38.7,1.61,1140.2,316.0,32.9,508.7,0.0416,0.0646,13.14,3
39.0,1.31,1261.9,318.2,51.4,416.9,0.0336,0.1234,10.69,3
39.3,4.12,1134.8,314.7,49.3,1296.6,0.1049,0.0381,33.02,3
39.5,1.55,1073.2,312.4,41.7,484.2,0.0392,0.0862,12.25,3
39.8,1.51,1162.5,315.3,49.9,476.1,0.0379,0.1047,11.96,3
40.1,1.64,1174.6,314.4,50.5,515.6,0.0409,0.0979,12.87,3
40.3,1.48,1137.0,316.0,41.9,467.7,0.0367,0.0896,11.6,3
40.6,1.48,1319.0,311.5,32.9,461.0,0.0364,0.0714,11.35,3
40.9,1.49,1167.4,315.4,47.3,469.9,0.0365,0.1007,11.5,3
41.1,1.51,1121.5,312.0,50.3,471.1,0.0367,0.1067,11.45,3
41.4,1.67,1301.7,319.0,51.1,532.7,0.0403,0.0958,12.86,3
41.7,4.17,1249.6,315.1,41.6,1313.8,0.1001,0.0317,31.52,3
41.9,1.56,1142.7,317.8,44.2,495.7,0.0372,0.0891,11.82,3
42.2,1.5,1381.8,315.3,33.6,472.9,0.0355,0.0711,11.2,3
42.5,1.58,1221.1,314.0,46.6,496.1,0.0372,0.094,11.68,3
42.8,1.36,1243.8,313.1,51.2,425.8,0.0318,0.1201,9.96,3
43.0,1.41,1203.9,315.7,43.1,445.1,0.0328,0.0967,10.35,3
43.3,1.63,1216.2,317.5,44.2,517.6,0.0377,0.0854,11.96,3
43.6,1.42,1264.8,313.2,44.3,444.8,0.0326,0.0995,10.21,3
43.8,1.53,1198.7,314.2,45.0,480.7,0.0349,0.0935,10.97,3
44.1,1.37,1341.2,318.1,41.6,435.7,0.0311,0.0955,9.88,3
44.4,1.63,1452.2,312.9,50.5,510.0,0.0367,0.0991,11.5,3
44.6,1.55,1276.1,311.5,47.7,482.9,0.0347,0.0987,10.82,3
44.9,1.52,1421.7,315.7,44.1,479.9,0.0339,0.0918,10.69,3
45.2,1.5,1298.5,313.9,46.6,470.8,0.0332,0.0989,10.42,3
45.4,1.47,1387.5,311.2,40.3,457.5,0.0324,0.088,10.07,3
45.7,1.49,1390.9,313.9,46.3,467.7,0.0326,0.0991,10.23,3
46.0,1.43,1447.8,312.9,43.7,447.4,0.0311,0.0977,9.73,3
46.2,3.9,1281.0,314.6,44.0,1226.9,0.0843,0.0358,26.53,3
46.5,1.41,1342.6,314.1,44.4,442.8,0.0303,0.1002,9.52,3
46.8,3.98,1323.6,315.7,40.0,1256.5,0.0851,0.0318,26.86,3
47.0,1.49,1388.3,315.0,51.7,469.3,0.0317,0.1102,9.98,3
47.3,1.66,1306.4,314.8,51.1,522.5,0.0351,0.0977,11.04,3
47.6,4.12,1493.9,317.7,50.8,1309.1,0.0866,0.0388,27.51,3
47.9,1.58,1443.0,316.0,50.0,499.3,0.033,0.1001,10.43,3
48.1,1.42,1379.9,315.2,46.1,447.6,0.0295,0.103,9.3,3
48.4,1.47,1376.4,318.2,42.0,467.8,0.0304,0.0898,9.67,3
48.7,1.64,1561.5,311.9,38.8,511.5,0.0337,0.0758,10.51,3
48.9,1.42,1345.1,312.1,42.4,443.2,0.029,0.0958,9.06,3
49.2,1.55,1449.8,313.1,41.5,485.4,0.0315,0.0855,9.87,3
49.5,1.28,1574.7,314.6,40.1,402.7,0.0259,0.0995,8.14,3
49.7,3.9,1433.9,314.4,51.8,1226.3,0.0784,0.0422,24.66,3
50.0,1.38,1351.7,314.0,55.5,433.3,0.0276,0.128,8.67,3
